Policy Type,Policy Name,Priority,Policy Description,Action,Active,All Computers,Selected Computers/Groups,Excluded Computers/Groups,Selected AD Groups,Excluded AD Groups,Users,Activation Option,Activate On,Deactivate On,Scheduled On Day,Scheduled From,Scheduled To,Apply Policy,Check By,URL,Host/IP,Checked Script Name,Collect Policy Usage,Send Policy Automation Events,End-User UI,Trust All Applications,Executed Script Name,Executed Script Triggers,Access,Application Type,Application Description,Security Token,Security Level
Advanced Policy,Application Policy for Bulut Middleware ve Platform Teknolojileri,430 (Normal),11931403 -,Elevate,Yes,No,PGARAPPWUV03,,,,GARANTI\USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Policy for GTVPYTOIntelUygulamaYonetimi (1),430 (Normal),"77882318 - SCC Yetkilendirmeleri
11508041",Elevate,Yes,Yes,,,,,"DIJITALVARLIK\USR_SRV_DAS_GTAIBulutUygulamaTeknolojileri,EMEKLILIK\USR_SRV_GEM_GTAIBulutUygulamaTeknolojileri,Group ""USR_SRV_GAR_GTVPYTOIntelUygulamaYonetimi"",GOHAS\USR_SRV_GOH_GTAIBulutUygulamaTeknolojileri,GTDMZ\USR_SRV_GTDMZ_GTAIBulutUygulamaTeknolojileri,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTAIBulutUygulamaTeknolojileri,Group ""USR_SRV_GTEK_GTVPYTOIntelUygulamaYonetimi"",SALTONLINE\USR_SRV_SALT_GTAIBulutUygulamaTeknolojileri,TAKASNET\USR_SRV_TKS_GTAIBulutUygulamaTeknolojileri,TEKNOLOJI\USR_SRV_TEK_GTAIBulutUygulamaTeknolojileri",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Elevate Notification (4),[IMPORTED] Elevate Notification (4)",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Policy for Erişim Teknolojileri,430 (Normal),8942691 - 8951262-9583411-10964085,Elevate,Yes,No,"PGARAPPPSM04,PGARAPPPSM03,PGARAPPCCP01,PGARAPPCCP02,PGARAPPCCP03",,,,USR_SRV_GAR_GTKGErisimTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Elevate Notification (5),[IMPORTED] Elevate Notification (5)",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (2),430 (Normal),11087520-,Elevate,Yes,No,PGARAPPFRT03,,,,USR_SRV_GAR_GTKGGuvenlikPlatformlari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Policy For Kurumsal Altyapılar Güvenliği,430 (Normal),11116300-,Elevate,Yes,No,PGARAPPCRT03,,,,USR_SRV_GAR_GTKGGuvenlikPlatformlari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,MEDIUM
Advanced Policy,Application Policy for Uygulama Servisleri Rezilyans Yönetimi - 2 (1),430 (Normal),11450156,Elevate,Yes,No,"PGARAPPFTPN01,PGARAPPFTPN05,PGARAPPFTPN06,PGARAPPFTPN04,PGARAPPFTPN03,PGARAPPFTPN02",,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Policy for GTGelistirmePlatformlari-1,430 (Normal),65371161 - 8225904,Elevate,No,No,"OU / All Computers/Server Computers/Managed Member Servers/GTVPOGelistirmePlatformlariYonetimi,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOGelistirmePlatformlariYonetimi",,,,,Manually,,,,,,Always,,,,,According to General Settings,,,,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi (2),430 (Normal),13239519 - 13239519,Elevate,Yes,No,"PTEKDMZAPP01,PTEKDMZWEB02,PTEKDMZAPP02,PTEKDMZAST02,PTEKDMZAST01,PTEKDMZWEB01",,,,"Group ""USR_SRV_GAR_GTUOOdemeSistemleriRezilyansYonetimi"",GTDMZ\USR_SRV_GTDMZ_GTSRSOdemeSistemleriRezilyansYonetimi,GTDMZ\USR_SRV_GTDMZ_GTSRSServiceControlCenter,GTDMZ\USR_SRV_GTDMZ_GTUOServiceControlCenter",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (2),430 (Normal),13248853 -,Elevate,Yes,No,"PGARAPPFTPN07,PGARAPPFTPN08",,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (12),430 (Normal),13643068 -,Elevate,Yes,No,"PGARAPPQST13,PGARAPPQST44,PGARAPPQST45,PGARAPPQST48,PGARAPPQST50",,,,USR_SRV_GAR_GTKGSiberGuvenlikLogYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (3),430 (Normal),13615844 -,Elevate,Yes,No,"PGARSQLREGDB01,PGARSQLMONDB01",,,,USR_SRV_GAR_GTSRSVeriVeIleriAnalitikRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,HIGH
Advanced Policy,Applcaiton Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,430 (Normal),13760469,Elevate,Yes,No,"PGARWEBDWS04,PGARWEBDWS05,PGARWEBDWS07",,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (13),430 (Normal),13853890 -,Elevate,Yes,No,OTKSAPPQST02,,,,"Group ""USR_SRV_GAR_GTKGSiberGuvenlikLogYonetimi"",TAKASNET\USR_SRV_TKS_GTKGSiberGuvenlikLogYonetimi",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for (2),430 (Normal),13944390,Elevate,Yes,No,PGARSQLKORN37,,,,USR_SRV_GAR_GTAIDijitalIsYeriIletisimTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Siber Savunma Merkezi,430 (Normal),13982246-,Elevate,Yes,No,"OGARWEBDWS04,OGARWEBDWS03,OGARWEBDWS05",,,,GLB_GT_Azure_SiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,HIGH
Advanced Policy,Application Permission for Siber Savunma Merkezi (1),430 (Normal),13985275-13987362-14131453-14175212,Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri"",GTDMZ\USR_SRV_GTDMZ_GTKGSiberGuvenlikSavunmaTeknolojileri,GTEKNOLOJI\USR_SRV_GTEK_GTKGSiberGuvenlikSavunmaTeknolojileri",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (4),430 (Normal),14063359 -,Elevate,Yes,No,"OGARSQLALMDB01,OGARSQLSIMDB01",,,,USR_SRV_GAR_GTSRSVeriVeIleriAnalitikRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Siber Savunma Merkezi (2),430 (Normal),14072816 -,Elevate,Yes,No,"PGMKGTPREP01,PGARAPPMVY02",,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Permission for Bulut Middleware ve Platform Teknolojileri,430 (Normal),13113879 - 13241690 - 13869428 -,Elevate,Yes,No,"PTEKDMZAPP01,PTEKDMZWEB02,PTEKDMZAPP02,PTEKDMZWEB01",,,,GTDMZ\USR_SRV_GTDMZ_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,MSI by checksum based on file 'msdataconuıınstaller.msi',Administrator,HIGH
Advanced Policy,Application Permission for Bulut Middleware ve Platform Teknolojileri (1),430 (Normal),13124388-13131856-,Elevate,Yes,No,"PGARAPPOTS01,PGARAPPOTS02",,,,USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (10),430 (Normal),12950234-,Elevate,Yes,No,"TEKSEP3,TEKSEP5,TEKSEP1,PGARAPPSEP06,PGARAPPSEP08",,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (8),430 (Normal),12650957,Elevate,No,No,,,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,HIGH
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi (3),430 (Normal),13259011 -,Elevate,Yes,No,"OGARAPP36T01,PGARAPP36T01",,,,USR_SRV_GAR_GTSRSKredilerVeHazineRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Güvenlik Teknolojileri ve Yönetişim,430 (Normal),13307048-13295005-14518311,Elevate,Yes,No,PGARAPPGVC01,,,,"Group ""USR_SRV_GAR_GTKGGuvenlikCozumleri"",User ""srv_secsol_scripts"",User ""srv_security_access""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Script,,Administrator,HIGH
Advanced Policy,Applcation Permission for Kurumsal Altyapılar Güvenliği,430 (Normal),13314328-13427297-13468196-13468196,Elevate,Yes,No,"PGARAPPQST15,PGARAPPQST16,PGARAPPQST17,PGARAPPQST42,PGARAPPQST43",,,,USR_SRV_GAR_GTKGSiberGuvenlikLogYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Network Teknolojileri,430 (Normal),13248893-,Elevate,Yes,No,PGARAPPLGT03,,,,USR_SRV_GAR_GTAIVeriMerkeziAltyapiTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for -Kurumsal Altyapılar Güvenliği,430 (Normal),13502549-,Elevate,Yes,No,"PGARAPPQST13,PGARAPPQST14,PDASAPPQST01",,,,"DIJITALVARLIK\USR_SRV_DAS_GTKGSiberGuvenlikLogYonetimi,Group ""USR_SRV_GAR_GTKGSiberGuvenlikLogYonetimi"",GBEXTERNAL\USR_SRV_GBEXT_GTKGSiberGuvenlikLogYonetimi,GTDMZ\USR_SRV_GTDMZ_GTKGSiberGuvenlikLogYonetimi,IPCC\USR_SRV_IPCC_GTKGSiberGuvenlikLogYonetimi,SALT\USR_SRV_SALT_GTKGSiberGuvenlikLogYonetimi,YATIRIM\USR_SRV_GMK_GTKGSiberGuvenlikLogYonetimi",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for GT Dijital Kanallar ve Crm,430 (Normal),13409006-,Elevate,No,No,PEMSTRM01,,,,,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for GT KG-Kurumsal Altyapılar Güvenliği,430 (Normal),13585758 -,Elevate,Yes,No,PGARAPPQST46,,,,USR_SRV_GAR_GTKGSiberGuvenlikLogYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Dijital İş Yeri Teknolojileri (2),430 (Normal),13533516 - 13738727,Elevate,Yes,No,TEKVAPP01,,,,"Group ""USR_SRV_GAR_GTAIDijitalIsYeriIletisimTeknolojileri"",Group ""USR_SRV_GAR_GTNSYSesHizmetleri"",Group ""USR_SRV_GAR_GTNSYTumlesikIletisimHizmetleri"",TEKNOLOJI\ServiceVappAdm",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (1),430 (Normal),12886587-,Elevate,Yes,No,"PGARWEBRPA01,PGARWEBRPA02",,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (11),430 (Normal),12897894-14225096 -,Elevate,Yes,No,"PGARAPPMNT01,PGARAPPMNT02,OGARAPPMNT01",,,,USR_SRV_GAR_GTKGFizikselGuvenlikPlatformlari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,430 (Normal),12839467-,Elevate,Yes,No,PTEKGISWEB01,,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (6),430 (Normal),12535543-,Elevate,Yes,No,OGARWEBRTO01,,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Tüzel Dijital Müşteri İletişim Merkezi ve ATM (1),430 (Normal),12454918 -,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTDBMDAkilliIletisimVeSesTeknolojileri"",Group ""USR_SRV_GAR_GTNSYSesHizmetleri""",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for GT SRS-İzleme Sistemleri ve Otomasyon,430 (Normal),12553434-,Elevate,Yes,No,TEKBPM05,,,,USR_SRV_GAR_GTSKServisPerformansYonetimiveRaporlama,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (7),430 (Normal),12634384,Elevate,Yes,Yes,,,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi (1),430 (Normal),12469258-,Elevate,Yes,No,PGMKGTPWEB01,,,,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTSRSYatirimBankaciligiRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Policy for Kurumsal Altyapılar Güvenliği (3),430 (Normal),12216189-12275203-12275458-12504730-12789133-,Elevate,Yes,No,"PGARAPPCDR01,PGARAPPCDR02,PGARAPPCDR04,PGARAPPCDR03,PGARAPPCDR06,PGARAPPCDR05,PGARAPPCDR09,PGARAPPCDR07,PGARAPPCDR10,PGARAPPCDR11,PGARAPPCDR12,PGARAPPCDR13",,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,HIGH
Advanced Policy,Application Permission for Tüzel Dijital Müşteri İletişim Merkezi ve ATM,430 (Normal),12209108 -,Elevate,No,No,"PGARAPPSPC17,PGARAPPSPC18,PGARAPPSPC19,PGARAPPSPC15,PGARAPPSPC20,PGARAPPSPC16,PGARAPPSPC21,PGARAPPSPC22,PGARAPPSPC23,PGARAPPSPC24,PGARAPPSPC32,PGARAPPSPC31",,,,,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for (1),430 (Normal),12301635 -,Elevate,Yes,No,PGARAPPQRM06,,,,Burcu Ozkan1,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi,430 (Normal),12210535-,Elevate,Yes,No,"PGMKGTPWEB06,PGMKGTPWEB05,PGMKGTPWEB07,PGMKGTPWEB08,PGMKGTPWEB10,PGMKGTPWEB09,PGMKGTPWEB01,PGMKGTPWEB02,PGMKGTPWEB03,PGMKGTPWEB04",,,,"Group ""USR_SRV_GAR_GTSRSYatirimBankaciligiRezilyansYonetimi"",GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTSRSYatirimBankaciligiRezilyansYonetimi,GTEKNOLOJI\USR_SRV_GTEK_GTSRSYatirimBankaciligiRezilyansYonetimi",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (5),430 (Normal),12402027 - 13872333 -,Elevate,Yes,No,"PGARAPPCDR10,PGARAPPCDR11,PGARAPPCDR12,PGARAPPCDR13",,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (4),430 (Normal),12439309 - 13009143 -,Elevate,Yes,No,"TEKBPM05,PGARAPPCSS02,PGARAPPOUT05,PGARAPPOUT07,TEKBPM09,TEKBPM11,TEKBPM10,PGARAPPBLK02,PGARAPPBLK01,PGARAPPBLK03,IYMSRV2,PGARAPPBLD01,PGARAPPDWSN08,PGARWEBKON09",,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy For GT-Veri ve Ileri Analitik Rezilyans Yonetimi,430 (Normal),9560210-11687623-11781578,Elevate,Yes,No,"PGARTRMQRM01,PGARTRMQRM02",,,,USR_SRV_GAR_GTSRSVeriVeIleriAnalitikRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (3),430 (Normal),11986384 -,Elevate,Yes,No,"PGARAPPEDK03,PGARAPPEDK04,PGARAPPEDK06,PGARAPPEDK05,PGARAPPEDK07,OGARAPPEDK02,OGARAPPEDK03,OGARAPPEDK04",,,,GARANTI\USR_SRV_GAR_GTKGKriptografiCozumleri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Applcation Permission for Veri Ambarı MIS ve İş Zekası Araçları Çözümleri,430 (Normal),12048616-,Elevate,Yes,No,,,,,srv_qlik_prod_cache,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for Kurumsal Altyapılar Güvenliği (2),430 (Normal),12151679 - 12151668 - 12151630 -,Elevate,Yes,No,PGARAPPVDA201,,,,srv_Briefcam,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for GT Bulut Altyapi ve Veri Saklama Teknolojileri,430 (Normal),8666204,Elevate,No,No,,,,,GARANTI\USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Dijital Is Yeri Teknolojileri,430 (Normal),8624775,Elevate,Yes,No,PGARTRMSWF05,,,,USR_SRV_GAR_GTAIDijitalIsYeriPlatformTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Bulut Altyapi ve Veri Saklama Teknolojileri,430 (Normal),8633334,Elevate,No,No,,,,,,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy For Permission USR_SRV_GAR_GTAIDijitalIsYeriMobiliteTeknolojileri,430 (Normal),8647280,Elevate,Yes,No,,,,,USR_SRV_GAR_GTAIDijitalIsYeriMobiliteTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for BulutServisleriOtomasyonTeknolojileri,430 (Normal),8655227,Elevate,Yes,No,"PFINFTPEDF02,PFINFTPEDF01",,,,"Group ""USR_SRV_GAR_GTAIBulutServisleriOtomasyonTeknolojileri"",Group ""USR_SRV_GTEK_GTAIBulutServisleriOtomasyonTeknolojileri""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for KriptografiveMainframeGuvenlik (1),430 (Normal),8759897,Elevate,No,No,,,,,GARANTI\USR_SRV_GAR_GTBTGRYBTKriptografiveMainframeGuvenlik,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,New Policy (4),430 (Normal),editlenecek,Elevate,No,No,,,,,".\IIS_IUSRS,.\processminingAppPool,Group ""USR_SRV_GAR_GTAIUygulamaTeknolojileri"",IIS APPPOOL\processminingAppPool",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Script,,Administrator,MEDIUM
Advanced Policy,New Policy (5),430 (Normal),editlenecek,Elevate,No,No,,,,,".\IIS_IUSRS,.\processminingAppPool,Group ""USR_SRV_GAR_GTAIUygulamaTeknolojileri"",PGARWEBUPM01\IIS_IUSRS",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for Guvenlik Operasyonlari (1),430 (Normal),8745758,Elevate,No,No,,,,,USR_SRV_GAR_GTKGTehditYonetimi,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy forGüvenlik Operasyonları,430 (Normal),8744795-10358706-12098748,Elevate,Yes,No,PGARAPPFRT01,,,,"Group ""USR_SRV_GAR_GTKGSiberGuvenceServisleri"",Group ""USR_SRV_GAR_GTKGZafiyetYonetimiVeGuvenlikTestleri""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for Güvenlik Operasyonları (4),430 (Normal),8735376,Elevate,Yes,No,PTEKSQLSCCM01,,,,USR_SRV_GAR_GTKGTehditYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for USR_SRV_GAR_GTAIUygulamaTeknolojileri,430 (Normal),8691856,Elevate,No,No,,,,,".\uygsun,Group ""USR_SRV_GAR_GTAIUygulamaTeknolojileri""",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for Izleme Sistemleri ve Otomasyon,430 (Normal),8675240,Elevate,No,No,,,,,USR_SRV_GAR_GTSKServisPerformansYonetimiveRaporlama,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Dijital Is Yeri Teknolojileri (1),430 (Normal),8683163,Elevate,Yes,No,PGARTRMSWF05,,,,USR_SRV_GAR_GTAIDijitalIsYeriUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Permission Policy for Bulut Middleware ve Platform Teknolojileri,430 (Normal),8686489,Elevate,Yes,No,"PGARAPPSTP02,PGARAPPSTP03,PGARAPPSTP04",,,,servicetwsprod,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for BulutVeriSaklamaTeknolojileri (1),430 (Normal),8728268-8728268,Elevate,Yes,No,PGARAPPNET01,,,,USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Policy For USR_SRV_GAR_GTAIBulutVeriTeknolojilerisql,430 (Normal),8661256-8942863,Elevate,Yes,No,DSQLTEAM,,,,USR_SRV_GAR_GTAIBulutVeriTeknolojilerisql,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
