Policy Name,Application Type,Location,File Name,NameName,Original File Name,File Name Compare As,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
New_ICT UYGULAMA Policy,MSI/MSP Installation,,gitextensions-3.4.3.9999-d4b0f48bb.msi,MSI by checksum based on file 'gitextensions-3.4.3.9999-d4b0f48bb.msi',gitextensions-3.4.3.9999-d4b0f48bb.msi,Exactly,DC818ACF470AD20F56F464E4839650564F023A7F,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,MSI by checksum based on file 'gitextensions-3.4.3.9999-d4b0f48bb.msi'
New_ICT UYGULAMA Policy,Executable,c:\program files (x86)\microsoft visual studio\installer\,setup.exe,Visual Studio Professional 2019 update,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Visual Studio,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Visual Studio Professional 2019 update
New_ICT UYGULAMA Policy,Executable,c:\program files (x86)\microsoft visual studio\2019\professional\common7\ide\,storepid.exe,Visual Key yetkisi,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft® Visual Studio®,Exactly,Microsoft Product Activation,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Visual Key yetkisi
New_ICT UYGULAMA Policy,Executable,,*.exe,Excel turkce karakter temizleme programi,setup.exe,Wildcards,0738EF6498ECAD2E7023E97255384B9FFEA1C634,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Excel turkce karakter temizleme programi
New_ICT UYGULAMA Policy,Executable,,*.exe,Excel Turkcel karakter temizleme,vstor_redist.exe,Wildcards,AD1DCC5325CB31754105C8C783995649E2208571,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Excel Turkcel karakter temizleme
New_ICT UYGULAMA Policy,Executable,,vcredist_x86.exe,Visual Studio Admin Yetkisi,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501,Exactly,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Visual Studio Admin Yetkisi
New_ICT UYGULAMA Policy,Executable,,*.exe,android-studio-2020.3.1.22-windows.exe,,Wildcards,CD521A29EF8080DA2ABF41BAA94C7DF5D17EAA42,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,android-studio-2020.3.1.22-windows.exe
New_ICT UYGULAMA Policy,MSI/MSP Installation,,c1studioaspnet_2011v3.msi,Easy Component Uygulaması,,Exactly,,,,,Specific Publishers,ComponentOne,Exactly,,,,,,,,,,,ComponentOne Studio for ASP.NET,Exactly,"ComponentOne, LLC",Exactly,20113.1.2,20113.1.2,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Easy Component Uygulaması
New_ICT UYGULAMA Policy,Executable,,*.exe,dotnet-sdk-3.1.413-win-x86.exe,,Wildcards,6F5367740EE72B82728D3F95049A57C29FE15B95,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,dotnet-sdk-3.1.413-win-x86.exe
New_ICT UYGULAMA Policy,Executable,,ndp48-devpack-enu.exe,.NET Guncel,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft .NET Framework 4.8 Developer Pack,Exactly,Microsoft .NET Framework 4.8 Developer Pack,Exactly,Microsoft Corporation,Exactly,4.8.3928.0,,,4.8.3928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,.NET Guncel
New_ICT UYGULAMA Policy,Executable,,DriverWizard.exe,Argox printer driver,,Exactly,,,,,Specific Publishers,Seagull Scientific Inc.,Exactly,Seagull Printer Drivers,Exactly,Driver Wizard,Exactly,"Seagull Scientific, Inc.",Exactly,2020.4.0.0,,,2020.4.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Argox printer driver
New_ICT UYGULAMA Policy,Executable,,postgresql-10.18-2-windows-x64.exe,postgresql-10.18-2-windows-x64.exe,,Exactly,,,,,Specific Publishers,EnterpriseDB Corporation,Exactly,PostgreSQL,Exactly,,,PostgreSQL Global Development Group,Exactly,10.0.0.0,10.0.0.0,1.0.0.0,1.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ICT UYGULAMA Policy,Executable,,*.exe,datagrip-2021.2.4.exe,,Wildcards,27A98A18F0868E4105D989A590373711E50E9125,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,datagrip-2021.2.4.exe
New_ICT UYGULAMA Policy,MSI/MSP Installation,,go1.17.3.windows-amd64.msi,MSI by checksum based on file 'go1.17.3.windows-amd64.msi',go1.17.3.windows-amd64.msi,Exactly,4BDEA037AEB83BBD43A127B1B90F0F6D125EBF10,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,MSI by checksum based on file 'go1.17.3.windows-amd64.msi'
New_ICT UYGULAMA Policy,Executable,,SQLEXPRADV_x64_ENU.exe,SQLEXPRADV_x64_ENU.exe,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server 2019  Express Advanced,Exactly,Microsoft SQL Server 2019  Express Advanced,Exactly,Microsoft Corporation,Exactly,15.0.2000.5,,,15.0.2000.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ICT UYGULAMA Policy,Executable,,SSMS-Setup-ENU.exe,microsoft sql server management studio,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 18.6,Exactly,Microsoft SQL Server Management Studio - 18.6,Exactly,Microsoft Corporation,Exactly,15.0.18338.0,,,15.0.18338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,microsoft sql server management studio
New_ICT UYGULAMA Policy,Executable,,,HeidiSQL,,,,,,,Ignore Signature,,,HeidiSQL,Exactly,HeidiSQL Setup,Exactly,Ansgar Becker,Exactly,11.3.0.6295,,,11.3.0.6295,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ICT UYGULAMA Policy,MSI/MSP Installation,,mysql-workbench-community-8.0.27-winx64.msi,mysql-workbench-community-8.0.27-winx64.msi,,Exactly,,,,,Specific Publishers,"Oracle America, Inc.",Exactly,,,,,,,,,,,MySQL Workbench 8.0 CE,Exactly,Oracle Corporation,Exactly,8.0.27,,"""{A55178BF-1CFD-431B-AAFB-8871CDE0B839}"" ( exact / case sensitive: True )","""{84C668F4-A0C9-4585-A463-AADE0EFC9391}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_ICT UYGULAMA Policy,MSI/MSP Installation,,go1.18.windows-amd64.msi,Melih tunca Go Programming Language amd64 go1.18,,Exactly,,,,,Specific Publishers,Google LLC,Exactly,,,,,,,,,,,Go Programming Language amd64 go1.18,Exactly,https://golang.org,Exactly,1.18.0,,"""{F307E329-805A-4C79-BAEC-7FB35F3FE64B}"" ( exact / case sensitive: True )","""{22EA7650-4AC6-4001-BF29-F4B8775DB1C0}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Melih tunca Go Programming Language amd64 go1.18
New_ICT UYGULAMA Policy,Executable,,*.exe,xampp-windows-x64-7.3.31-2-VC15-installer.exe,xampp-windows-x64-7.3.31-2-VC15-installer.exe,Wildcards,70402E4A26BAFC7D00C0F0EFEDB492AFD28716C2,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ICT UYGULAMA Policy,Executable,c:\program files (x86)\microsoft visual studio\installer.128e854426a5482f94dc108743ea60f0\,setup.exe,Visual Studio Admin Yetkisi 2,,Exactly,,BUILTIN\Administrators,,,Specific Publishers,Microsoft Corporation,Exactly,Visual Studio,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Visual Studio Admin Yetkisi 2
New_ICT UYGULAMA Policy,MSI/MSP Installation,,,MobaXterm,,,,,,,Specific Publishers,Mobatek,Exactly,,,,,,,,,,,MobaXterm,Exactly,Mobatek,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,MobaXterm
New_ICT UYGULAMA Policy,MSI/MSP Installation,,,Node js,,,,,,,Specific Publishers,OpenJS Foundation,Exactly,,,,,,,,,,,Node.js,Exactly,Node.js Foundation,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Node js
New_ICT UYGULAMA Policy,MSI/MSP Installation,,go1.19.1.windows-amd64.msi,MSI by checksum based on file 'go1.19.1.windows-amd64.msi',go1.19.1.windows-amd64.msi,Exactly,C51B51A96FA1D8CE8E0CA51BCD70E45F07C50988,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,MSI by checksum based on file 'go1.19.1.windows-amd64.msi'
New_ICT UYGULAMA Policy,Executable,,vs_installer.exe,Visual studio admin yetkisi verilmistir.,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Visual Studio,Exactly,Visual Studio Installer,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Visual studio admin yetkisi verilmistir.
New_ICT UYGULAMA Policy,Executable,,vsixinstaller.exe,Visual Sutudio IX,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft® Visual Studio®,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Visual Sutudio IX
New_ICT UYGULAMA Policy,MSI/MSP Installation,,,Node.js Developerlerin kullandigi program,,,,,,,Specific Publishers,Node.js Foundation,Exactly,,,,,,,,,,,Node.js,Exactly,Node.js Foundation,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Node.js Developerlerin kullandigi program
New_ICT UYGULAMA Policy,Executable,,code.exe,Visual Studio Code,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Visual Studio Code,Exactly,Visual Studio Code,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Visual Studio Code
New_ICT UYGULAMA Policy,Executable,,,Php Storm,,,,,,,Specific Publishers,JetBrains s.r.o.,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Php Storm
New_ICT UYGULAMA Policy,Executable,,net.exe,XAMMP YETKI,,Exactly,,,"start ""mysql""",Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Net Command,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,XAMMP YETKI
New_ICT UYGULAMA Policy,Executable,,SSMS-Setup-ENU.exe,SQL Management Studio 17.9.1,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 17.9.1,Exactly,Microsoft SQL Server Management Studio - 17.9.1,Exactly,Microsoft Corporation,Exactly,14.0.17289.0,,,14.0.17289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,SQL Management Studio 17.9.1
New_ICT UYGULAMA Policy,MSI/MSP Installation,,,PLSQL,,,,,,,Specific Publishers,Allround Automations V.O.F.,Exactly,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,PLSQL
New_ICT UYGULAMA Policy,Executable,,*.exe,Tftp,Tftpd64-4.64-setup.exe,Wildcards,E53DF45B9994F7D02B48B0E002D5E06F00535BC6,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Tftp
New_ICT UYGULAMA Policy,Executable,,,Oracle 19c için,,,,,,,Specific Publishers,"Oracle America, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Oracle 19c için
New_ICT UYGULAMA Policy,Executable,,*.exe,PowerToysSetup-0.68.1-x64.exe,,Wildcards,B843875EED92D526C9397EE1EDAB5B06B93A00F7,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,PowerToysSetup-0.68.1-x64.exe
New_ICT UYGULAMA Policy,MSI/MSP Installation,,node-v16.17.0-x64.msi,Node.js 16.17.0,,Exactly,,,,,Specific Publishers,OpenJS Foundation,Exactly,,,,,,,,,,,Node.js,Exactly,Node.js Foundation,Exactly,16.17.0,,"""{F55EB18F-3933-4530-90D4-4075D19AF3E7}"" ( exact / case sensitive: True )","""{47C07A3A-42EF-4213-A85D-8F5A59077C28}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Node.js 16.17.0
New_ICT UYGULAMA Policy,Executable,,,XAMMP 8.2.0-0-VS16,,,,,,,Specific Publishers,"Open Source Developer, Beltran Rueda",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,XAMMP 8.2.0-0-VS16
New_ICT UYGULAMA Policy,Executable,,*.exe,UiPath.Studio.exe,,Wildcards,5640718CB161C8FC8BA09D29C64D6E407C960566,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,UiPath.Studio.exe
New_ICT UYGULAMA Policy,Executable,,uipath.studio.exe,uipath.studio.exe farklı HAS key,,Exactly,,,,,Specific Publishers,"UiPath, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,uipath.studio.exe farklı HAS key
New_ICT UYGULAMA Policy,Executable,,xampp-control.exe,Xampp control panel,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Xampp control panel
New_DEPO ORTAK ALAN - LOCATION YETKISI,MSI/MSP Installation,\\DEPO\store\MICROSOFT PRODUCTS,,MICROSOFT PRODUCTS PATH - MSI,,,,,,,Any Publisher,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,MICROSOFT PRODUCTS PATH - MSI
New_DEPO ORTAK ALAN - LOCATION YETKISI,Executable,\\DEPO\store\MICROSOFT PRODUCTS,,MICROSOFT PRODUCTS PATH - EXE,,,,,,,Any Publisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,MICROSOFT PRODUCTS PATH - EXE
New_DEPO ORTAK ALAN - LOCATION YETKISI,Executable,\\depo\store\CCTERMINAL\DAGENT,,DAGENT,,,,,,,Any Publisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,DAGENT
New_DEPO ORTAK ALAN - LOCATION YETKISI,Executable,\\depo\STORE\CYM,,DRIVER PATH - EXE,,,,,,,Any Publisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,DRIVER PATH - EXE
New_DEPO ORTAK ALAN - LOCATION YETKISI,Executable,\\depo\STORE\CYM,,Windows_OS\SOFTWARE\CYM - EXE,,,,,,,Any Publisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Windows_OS\SOFTWARE\CYM - EXE
New_DEPO ORTAK ALAN - LOCATION YETKISI,MSI/MSP Installation,\\depo\STORE\CYM,,Windows_OS\CYM - MSI,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Windows_OS\CYM - MSI
New_BAYI SERVICE POLICY,Service,,,Spooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooler,,,,,,,No,
New_BAYI SERVICE POLICY,Service,,,POS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POS,,,,,,,No,
New_AKIL_FULL_CLIENT BAZLI HOST YETKISI,File or Directory System Entry,,,C:\Windows\System32\drivers\etc\hosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\drivers\etc\hosts,file,,,,,,,,,,,,No,
New_AKIL_FULL_CLIENT BAZLI HOST YETKISI,File or Directory System Entry,,,C:\Windows\System32\drivers\etc\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\drivers\etc\,dir,,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\oracle\product\11.2.0\client_1\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\oracle\product\11.2.0\client_1\network\admin,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\app\product\11.2.0\client_1\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\app\product\11.2.0\client_1\network\admin,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\app\%username%\product\11.2.0\client_1\network\admin\tnsnames.ora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\app\%username%\product\11.2.0\client_1\network\admin\tnsnames.ora,file,,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\app\%username%\product\11.2.0\client_2\network\admin\tnsnames.ora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\app\%username%\product\11.2.0\client_2\network\admin\tnsnames.ora,file,,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\oracle\product\11.2.0\client_2\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\oracle\product\11.2.0\client_2\network\admin,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\app\product\11.2.0\client_2\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\app\product\11.2.0\client_2\network\admin,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\orale\product\11.2.0\client_1\network\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\orale\product\11.2.0\client_1\network\,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\ProgramData\Anaconda3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\Anaconda3,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,D:\oracle\product\11.2.0\client_1\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\oracle\product\11.2.0\client_1\network\admin,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,D:\oracle\%username%\product\11.2.0\client_1\network\admin\tnsnames.ora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\oracle\%username%\product\11.2.0\client_1\network\admin\tnsnames.ora,file,,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\Users\%username%\Documents\Projects\CCCS\ws\iCollApi\target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\%username%\Documents\Projects\CCCS\ws\iCollApi\target,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\Users\%username%\Documents\Projects\CCCS\ws\iCollApi\target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\%username%\Documents\Projects\CCCS\ws\iCollApi\target,file,,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\Users\%username%\Documents\Projects\CCCS\ws\iCollApi\target\iCollApi-0.0.1-SNAPSHOT.jar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\%username%\Documents\Projects\CCCS\ws\iCollApi\target\iCollApi-0.0.1-SNAPSHOT.jar,file,,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\app\Oracle\product\11.2.0\client_2\network\admin\tnsnames.ora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\app\Oracle\product\11.2.0\client_2\network\admin\tnsnames.ora,file,,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\app\Oracle\product\11.2.0\client_1\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\app\Oracle\product\11.2.0\client_1\network\admin,dir,,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\ORA11Gx64\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ORA11Gx64\network\admin,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\Oracle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Oracle,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\Windows\Microsoft.NET\Framework\v4.0.30319\Config,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\Microsoft.NET\Framework\v4.0.30319\Config,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\oracle\client\product\12.2.0\client_1\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\oracle\client\product\12.2.0\client_1\network\admin,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,vaccination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vaccination,dir,Yes,,,,,,,,,,,No,
New_ICT PATH Policy,File or Directory System Entry,,,C:\oracle64\product\11.2.0\client_1\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\oracle64\product\11.2.0\client_1\network\admin,dir,Yes,,,,,,,,,,,No,
New_ICT SERVICE Policy,Service,,,Spooler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooler,,,,,,,No,
New_ICT SERVICE Policy,Service,,,aspnet_state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aspnet_state,,,,,,,No,
New_ICT SERVICE Policy,Service,,,Apache2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apache2.4,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,C:\Program Files (x86)\BPFTP Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files (x86)\BPFTP Server,dir,Yes,,,,,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,C:\HW iLMT\omu\workspace1\client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\HW iLMT\omu\workspace1\client,dir,Yes,,,,,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,C:\HW iLMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\HW iLMT,dir,Yes,,,,,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,C:\HW iLMT\omu\workspace1\client\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\HW iLMT\omu\workspace1\client\,dir,Yes,,,,,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,c:\users\%username%\documents\HW iLMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c:\users\%username%\documents\HW iLMT,dir,Yes,,,,,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,C:\Program Files\Wireshark\plugins\2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files\Wireshark\plugins\2.6,dir,,,,,,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,C:\Program Files\Wireshark\plugins\2.4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files\Wireshark\plugins\2.4.10,dir,,,,,,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,C:\Users\%username%\AppData\Roaming\Wireshark\plugins\3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\%username%\AppData\Roaming\Wireshark\plugins\3.2,dir,,,,,,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,C:\Program Files\Wireshark\plugins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files\Wireshark\plugins,dir,,,,,,,,,,,,No,
New_NT PATH Policy,File or Directory System Entry,,,C:\Program Files\Wireshark\plugins\4.2\epan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files\Wireshark\plugins\4.2\epan,dir,,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb,file,,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,D:\index\Search\Data\Applications\Windows\Windows.edb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\index\Search\Data\Applications\Windows\Windows.edb,file,,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,D:\index\Search\Data\Applications\Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\index\Search\Data\Applications\Windows,dir,,,,,,,,,,,,No,
