Policy Type,Policy Name,Priority,Policy Description,Action,Active,All Computers,Selected Computers/Groups,Excluded Computers/Groups,Selected AD Groups,Excluded AD Groups,Users,Activation Option,Activate On,Deactivate On,Scheduled On Day,Scheduled From,Scheduled To,Apply Policy,Check By,URL,Host/IP,Checked Script Name,Collect Policy Usage,Send Policy Automation Events,End-User UI,Trust All Applications,Executed Script Name,Executed Script Triggers,Access,Application Type,Application Description,Security Token,Security Level
Advanced Policy,Yatırım script test,430 (Normal),,Elevate,No,No,,,,,"Group ""USR_SRV_GTEK_GYatirimSistemGelistirme"",gteknoloji\yasint1",Manually,,,,,,Always,,,,,According to General Settings,,,,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GTDijitalIsYeriMobiliteTeknolojileri,430 (Normal),71509409,Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTOMobilveUcKullaniciTeknolojileri"",Group ""USR_SRV_GTEK_GTVPOMobilveUcKullaniciTeknolojileri""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Script,,Administrator,HIGH
Advanced Policy,[IMPORTED] Application Policy for MainframeUygulamaYonetimi,430 (Normal),69267938,Elevate,No,No,,,,,USR_SRV_GTEK_GTVPOMainframeUygulamaYonetimi,Manually,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] Launch with elevated privileges (2),[IMPORTED] [IMPORTED] Launch with elevated privileges (2)",,,,,Executable,,Administrator,HIGH
Advanced Policy,Elevation Policy for GTCiktiHazirlama,430 (Normal),"This Application Policy elevate users, which registered at     HYS record, for the GT-Cikti Hazirlama.",Elevate,Yes,No,TGEMAPPDOC01,,,,GTEKNOLOJI\USR_SRV_GTEK_GTVPYTOCiktiHazirlama,Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] Launch with elevated privileges,[IMPORTED] [IMPORTED] Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Policy for GTCiktiHazirlama at 23:00 - 00:00,430 (Normal),,Elevate,Yes,Yes,,,SRV_GTEK_GTVPOCiktiHazirlama,,USR_SRV_GTEK_GTVPOCiktiHazirlama,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",23:00,23:59,Always,,,,,According to General Settings,,,,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GTCiktiHazirlama at 00:00 -09:00,430 (Normal),,Elevate,Yes,Yes,,,SRV_GTEK_GTVPOCiktiHazirlama,,USR_SRV_GTEK_GTVPOCiktiHazirlama,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",00:00,09:00,Always,,,,,According to General Settings,,,,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GTCiktiHazirlama,430 (Normal),"This Application Policy elevate users, which registered at     HYS record, for the GT-Cikti Hazirlama.",Elevate,Yes,Yes,,,SRV_GTEK_GTVPOCiktiHazirlama,,GTEKNOLOJI\USR_SRV_GTEK_GTVPYTOCiktiHazirlama,Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated privileges,[IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,[IMPORTED] Copy of Elevation Policy for Acik Sistem Veritabani,430 (Normal),"This Application Policy elevate users, which registered at 58397740 HYS record, for the Ecat Agent Installation Package and Uninstallation Package.",Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTVPOAcikSistemlerVeritabani"",Garanti\EPMtestuser,garanti\yasint1",Manually,,,,,,Always,,,,,According to General Settings,,,,,,,Executable,,Administrator,HIGH
Advanced Policy,[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,430 (Normal),TGARUCCECS01,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTVPOAcikSistemlerVeritabani"",Garanti\EPMtestuser,garanti\yasint1",Manually,,,,,,Always,,,,,According to General Settings,,,,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Policy for GTAcikSistemlerVeritabani,430 (Normal),"This Application Policy elevate users, which registered at 58397740 HYS record, for the Ecat Agent Installation Package and Uninstallation Package.",Elevate,Yes,Yes,,,,,".\dbadmin,Group ""USR_SRV_GTEK_GTVPYTOAcikSistemlerVeritabani"",gmkgtpt3\dbadmin",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi,[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi",,,,,Executable,,Administrator,HIGH
Advanced Policy,Elevation Policy for GTCiktiHazirlama at 00:00 -09:00,430 (Normal),,Elevate,Yes,No,TGEMAPPDOC01,,,,USR_SRV_GTEK_GTVPOCiktiHazirlama,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",00:00,09:00,Always,,,,,According to General Settings,,,,,,,Script,,Administrator,HIGH
Advanced Policy,Elevation Policy for GTCiktiHazirlama at 18:00 -00:00,430 (Normal),,Elevate,Yes,No,TGEMAPPDOC01,,,,GTEKNOLOJI\USR_SRV_GTEK_GTVPOCiktiHazirlama,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",18:00,23:59,Always,,,,,According to General Settings,,,,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GTGuvenlikLogYonetimiveAnalitigi_DB Servers,430 (Normal),"This Application Policy elevate users, which registered in 58397740 HYS record, for Running of Guardium Script.",Elevate,Yes,Yes,,,"SRV_GAR_GTVPOAcikSistemlerVeritabani_TestServers,SRV_GAR_GTVPYTOAcikSistemlerVeritabani,SRV_GTEK_GTVPOAcikSistemlerVeritabani",,"Group ""USR_SRV_GAR_GTMGBTGuvenlikLogYonetimiveAnalitigi"",Group ""USR_SRV_GTEK_GTBTGRYGuvenlikLogYonetimiveAnalitigi""",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated,[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GTBYGYatirimBankaciligi,430 (Normal),,Elevate,No,No,,,,,USR_SRV_GAR_GTBYGYatirimBankaciligi,Manually,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi,[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi",,,,,Executable,,Administrator,HIGH
Advanced Policy,[IMPORTED] Application Policy For HazineVeYatirimBankaciligiRezilyansYonetimi,430 (Normal),82036281,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTSRSHazineVeYatirimBankaciligiRezilyansYonetimi"",Group ""USR_SRV_GTEK_GTSRSHazineVeYatirimBankaciligiRezilyansYonetimi""",Manually,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Elevate Notification (3),[IMPORTED] Elevate Notification (3)",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for  GTOSHYBSermayePiyasalari,430 (Normal),6618138-9266368-10815582-12467717-12473084-,Elevate,Yes,No,TGARGTPWEB01,,,,"Group ""USR_SRV_GTEK_GTKCFSSermayePiyasalari"",Group ""USR_SRV_GTEK_GTOSHYBSermayePiyasalari""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy For USR_SRV_GAR_GTBTGRYKimlikveErisimYonetimi,430 (Normal),7362583,Elevate,Yes,Yes,,,,,USR_SRV_GAR_GTBTGRYKimlikveErisimYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Policy for Serviceyatirimdestek (1),430 (Normal),7444604,Elevate,No,No,,,,,Serviceyatirimdestek,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for SermayePiyasalari,430 (Normal),7965258,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTOSHYBSermayePiyasalari"",Group ""USR_SRV_GTEK_GTOSHYBSermayePiyasalari""",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application for Policy Gteknoloji\Serviceyatirimdestek,430 (Normal),6405850,Elevate,No,No,,,,,"User ""srv_sptest"",GTEKNOOJI\Serviceyatirimdestek",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for Matriksuser (Garanti Yatirim) (1),430 (Normal),76082682,Elevate,No,No,,,,,.\matriksuser,Manually,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Elevate Notification (1),[IMPORTED] Elevate Notification (1)",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for ServiceYatirimDestek,430 (Normal),"80777195
81984374
6342488
6327913
9305504",Elevate,No,No,,,,,".\psmmatriksuser,.\psmtsuser,Group ""USR_SRV_GAR_GTYatirimThirdPartyUsers"",User ""Serviceyatirimdestek"",Group ""USR_SRV_GTEK_GTYatirimThirdPartyUsers"",User ""srv_sptest""",Manually,,,,,,Always,,,,,According to General Settings,,"Elevate Notification,Elevate Notification",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for Matriksuser (Garanti Yatirim),430 (Normal),76082682,Elevate,Yes,No,"TGMKAPPFIX01,TGMKAPPOMS01",,,,.\matriksuser,Now,,,,,,Always,,,,,According to General Settings,,"Elevate Notification,Elevate Notification",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for GTGuvenlikLogYonetimi_All Servers,430 (Normal),"This Application Policy elevate users, which registered in 58397740 HYS record, for Running of Guardium Script.
This Application Policy elevate users, which registered in 58397740 HYS record, for Running of Resource Monitor.
This Application Policy elevate users, which registered at 58397740 HYS record, for the Splunk Installation Package.
This Application Policy elevate users, which registered at  58397740 HYS record, for the Splunk
This Application Policy elevate users, which registered at  63872713 HYS record, for the Change Auditor",Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTMGBTGuvenlikLogYonetimiveAnalitigi"",Gteknoloji\USR_SRV_GTEK_GTBTGRYGuvenlikLogYonetimiveAnalitigi,IPCC\USR_SRV_IPCC_GTMGBTGuvenlikLogYonetimiveAnalitigi",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi,[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GarantiYatirimSistemGelistirme,430 (Normal),77349720  - 77314393 - 8374561,Elevate,No,No,,,,,"GTEKNOLOJI\USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Group ""USR_SRV_GTEK_GYatirimSistemGelistirme"",GTEKNOLOJI\erhanar1,GTEKNOLOJI\serhatozsa1,gteknoloji\ozgurore1",Manually,,,,,,Always,,,,,According to General Settings,,"Elevate Notification,Elevate Notification",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GT2.SeviyeDestek,430 (Normal),,Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTO2SeviyeDestekveYazilimDagitim"",Group ""USR_SRV_GAR_GTVPYTOYazilimDagitim"",Group ""USR_SRV_GTEK_GTVPO2SeviyeDestekveYazilimDagitim"",Group ""USR_SRV_GTEK_GTVPYTOYazilimDagitim""",Now,,,,,,Always,,,,,According to General Settings,,,,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Policy for GTBackup,430 (Normal),"This Application Policy elevate users, which registered at {proje numarası} HYS record, for the gacutil.exe",Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTODepolamaAcikSistemler"",Group ""USR_SRV_GAR_GTVPYTOIsHazirlama"",Group ""USR_SRV_GTEK_GTVPODepolamaAcikSistemler"",Group ""USR_SRV_GTEK_GTVPOIsHazirlama"",IPCC\volkanate1",Now,,,,,,Always,,,,,According to General Settings,,,,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Policy for UnixUygulamaYonetimi,430 (Normal),68879053,Elevate,No,No,,,,,GTEKNOLOJI\USR_SRV_GTEK_GTVPYTOUnixUygulamaYonetimi,Manually,,,,,,Always,,,,,Never,,"[IMPORTED] Launch with elevated privileges (1),[IMPORTED] Launch with elevated privileges (1)",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GTBackup_CommVault,430 (Normal),,Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTODepolamaAcikSistemler"",Group ""USR_SRV_GTEK_GTVPODepolamaAcikSistemler""",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Launch with elevated privileges (2),[IMPORTED] Launch with elevated privileges (2)",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Policy for GT-Service Control Center (SCC),430 (Normal),74306220,Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTUOServiceControlCenter"",GBEXTERNAL\USR_SRV_GBEXT_GTUOServiceControlCenter,GTDMZ\USR_SRV_GTDMZ_GTUOServiceControlCenter,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTUOServiceControlCenter,GTEKNOLOJI\USR_SRV_GTEK_GTUOServiceControlCenter,IPCCTEST\USR_SRV_IPCCTST_GTUOServiceControlCenter,IPCC\USR_SRV_IPCC_GTUOServiceControlCenter,OID\GT-Service Control Center,Takasnet\USR_SRV_TKS_GTUOServiceControlCenter",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Elevate Notification,[IMPORTED] Elevate Notification",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GTDijitalIsYeriMobiliteTeknolojileri_Own Servers,430 (Normal),,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTVPYTOMobilveUcKullaniciTeknolojileri"",Group ""USR_SRV_GTEK_GTVPOMobilveUcKullaniciTeknolojileri""",Manually,,,,,,Always,,,,,According to General Settings,,,,,,,Script,,Administrator,HIGH
Advanced Policy,Trusted Application Policy for GTVPYTOIntelUygulamaYonetimi,440 (Normal),12639395,Trust Source,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTOIntelUygulamaYonetimi"",GTEKNOLOJI\HYSWUsrProd,Group ""USR_SRV_GTEK_GTVPYTOIntelUygulamaYonetimi""",Now,,,,,,Always,,,,,According to General Settings,No,,No,,,,Executable,,Administrator,HIGH
Advanced Policy,File Permissions Policy for GTVPYTOInteluygulamaYonetimi,450 (Normal),77882318 - SCC Yetkilendirmeleri-12639395,Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTUOServiceControlCenter"",Group ""USR_SRV_GAR_GTVPYTOIntelUygulamaYonetimi"",GTDMZ\USR_SRV_GTDMZ_GTAIBulutUygulamaTeknolojileri,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTAIBulutUygulamaTeknolojileri,GTEKNOLOJI\USR_SRV_GTEK_GTUOServiceControlCenter,Group ""USR_SRV_GTEK_GTVPYTOIntelUygulamaYonetimi"",GTeknoloji\hyswusrprod",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,[IMPORTED] File Permission Policy for GTKriptografiveMainframeGuvenlik,450 (Normal),,Set Security Permissions,No,No,,,,,"GTEKNOLOJI\USR_SRV_GTEK_GTBTGRYKriptografiveMainframeGuvenlik,IPCC\USR_SRV_IPCC_GTBTGRYBTKriptografiveMainframeGuvenlik",Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Services Permissions Policy for GTTumlesikIletisimHizmetleri_DFINAPPSTP01,450 (Normal),"This Security Policy elevate users to start/stop, which registered in HYS 67162798",Set Security Permissions,No,No,,,,,"Group ""USR_SRV_GAR_GTNSYTumlesikIletisimHizmetleri"",Group ""USR_SRV_GTEK_GTNSYTumlesikIletisimHizmetleri""",Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permissions Policy for GTTumlesikIletisimHizmetleri_DFINAPPSTP01,450 (Normal),67162798,Set Security Permissions,No,No,,,,,"Group ""USR_SRV_GAR_GTNSYTumlesikIletisimHizmetleri"",Group ""USR_SRV_GTEK_GTNSYTumlesikIletisimHizmetleri""",Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,IMPORTANT Block File Sharing Policy_All Servers_All Users,450 (Normal),,Set Security Permissions,Yes,Yes,,,,,"Group ""Domain Users"",Gteknoloji\Domain Users,Group ""Users""",Now,,,,,,Always,,,,,,,,,,,Deny Any Access,FSEntry,,,LOW
Advanced Policy,[IMPORTED] [File Permissions for MainframeUygulamaYonetimi,450 (Normal),,Set Security Permissions,No,No,,,,,GTEKNOLOJI\USR_SRV_GTEK_GTVPYTOMainframeUygulamaYonetimi,Manually,,,,,,Always,,,,,,,,,,,Deny Write,FSEntry,,,LOW
Advanced Policy,Service Policy for UnixUygulamaYonetimi,450 (Normal),68879053,Set Security Permissions,No,No,,,,,USR_SRV_GTEK_GTVPOUnixUygulamaYonetimi,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Services Permissions Policy for GTIletisimUygulamaServisleri,450 (Normal),,Set Security Permissions,No,No,,,,,USR_SRV_GTEK_GTBYGMTopluGondermilerGmaticCognitiveSistemler,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permissions Policy for GTIletisimSunucuHizmetleri,450 (Normal),,Set Security Permissions,Yes,No,TGEMAPPDOC01,,,,USR_SRV_GTEK_GTNSYIletisimSunucuHizmetleri,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Services Permissions Policy for GTBYGYatirimBankaciligi,450 (Normal),,Set Security Permissions,No,No,,,,,USR_SRV_GAR_GTBYGYatirimBankaciligi,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permissions Policy for GTBYGYatirimBankaciligi,450 (Normal),,Set Security Permissions,No,No,,,,,USR_SRV_GAR_GTBYGYatirimBankaciligi,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permissions Policy for GTGuvenlikLogYonetimiveAnalitigi_DB Servers,450 (Normal),,Set Security Permissions,Yes,Yes,,,"GARANTI\SRV_GAR_GTVPOAcikSistemlerVeritabani_TestServers,GARANTI\SRV_GAR_GTVPYTOAcikSistemlerVeritabani,GTEKNOLOJI\SRV_GTEK_GTVPYTOAcikSistemlerVeritabani,TEKNOLOJI\SRV_TEK_GTVPOAcikSistemlerVeritabani",,"Group ""USR_SRV_GAR_GTBTGRYGuvenlikLogYonetimiveAnalitigi"",GTEKNOLOJI\USR_SRV_GTEK_GTBTGRYGuvenlikLogYonetimiveAnalitigi",Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permissions Policy for GTGuvenlikLogYonetimiveAnalitigi_DB Servers - Allow Full Conrol,450 (Normal),_Guardium,Set Security Permissions,Yes,Yes,,,"GARANTI\SRV_GAR_GTVPOAcikSistemlerVeritabani_TestServers,GARANTI\SRV_GAR_GTVPYTOAcikSistemlerVeritabani,GTEKNOLOJI\SRV_GTEK_GTVPYTOAcikSistemlerVeritabani,TEKNOLOJI\SRV_TEK_GTVPOAcikSistemlerVeritabani",,"Group ""USR_SRV_GAR_GTBTGRYGuvenlikLogYonetimiveAnalitigi"",GTEKNOLOJI\USR_SRV_GTEK_GTBTGRYGuvenlikLogYonetimiveAnalitigi",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permissions Policy for GTAcikSistemlerVeritabani,450 (Normal),,Set Security Permissions,Yes,Yes,,,,,".\dbadmin,Group ""USR_SRV_GAR_GTVPOAcikSistemlerVeritabani"",Group ""USR_SRV_GTEK_GTVPYTOAcikSistemlerVeritabani"",Garanti\EPMtestuser",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,RegKey,,,LOW
Advanced Policy,Services Permissions Policy for GTAcikSistemlerVeritabani,450 (Normal),"This Security Policy elevate users to start/stop, which registered in",Set Security Permissions,Yes,Yes,,,,,".\dbadmin,Group ""USR_SRV_GAR_GTVPOAcikSistemlerVeritabani"",Group ""USR_SRV_GTEK_GTVPYTOAcikSistemlerVeritabani"",garanti\epmtestuser",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Security Policy for GTCiktiHazirlama_Files,450 (Normal),,Set Security Permissions,Yes,No,TGEMAPPDOC01,,,,USR_SRV_GTEK_GTVPOCiktiHazirlama,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Security Policy for GTCiktiHazirlama_Services,450 (Normal),,Set Security Permissions,Yes,No,TGEMAPPDOC01,,,,USR_SRV_GTEK_GTVPOCiktiHazirlama,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permission Policy for GT-Service Control Center(SCC),450 (Normal),,Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTUOServiceControlCenter"",GBEXTERNAL\USR_SRV_GBEXT_GTUOServiceControlCenter,GTDMZ\USR_SRV_GTDMZ_GTUOServiceControlCenter,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTUOServiceControlCenter,Group ""USR_SRV_GTEK_GTUOServiceControlCenter"",IPCCTEST\USR_SRV_IPCCTST_GTUOServiceControlCenter,IPCC\USR_SRV_IPCC_GTUOServiceControlCenter,OID\GT-Service Control Center",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permissions Policy for GTBackup_CommVault,450 (Normal),"This Security Policy authorize users, which registered at {proje numarası} HYS record, for TSM files and folders.",Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTODepolamaAcikSistemler"",Group ""USR_SRV_GAR_GTVPYTOIsHazirlama"",Group ""USR_SRV_GTEK_GTVPODepolamaAcikSistemler"",IPCC\GT-TSM Team,ipcc\volkanate1",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permissions Policy for GTBackup_CommVault,450 (Normal),"This Security Policy authorize users, which registered at ........HYS record, for VSS and Client Acceptor.
TSM services.

GTIsHazirlama",Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTODepolamaAcikSistemler"",Group ""USR_SRV_GAR_GTVPYTOIsHazirlama"",Group ""USR_SRV_GTEK_GTVPODepolamaAcikSistemler"",IPCC\GT-TSM Team,IPCC\volkanate1",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Policy for UnixUygulamaYonetimi,450 (Normal),68879053,Set Security Permissions,No,No,,,,,USR_SRV_GTEK_GTVPOUnixUygulamaYonetimi,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permissions Policy for GTBackup,450 (Normal),"This Security Policy authorize users, which registered at {proje numarası} HYS record, for TSM files and folders.",Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTODepolamaAcikSistemler"",Group ""USR_SRV_GAR_GTVPYTOIsHazirlama"",Group ""USR_SRV_GTEK_GTVPODepolamaAcikSistemler"",Group ""USR_SRV_GTEK_GTVPOIsHazirlama"",ipcc\volkanate1",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permissions Policy for GTBackup,450 (Normal),"This Security Policy authorize users, which registered at ........HYS record, for VSS and Client Acceptor.
TSM services.

GTIsHazirlama",Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTODepolamaAcikSistemler"",Group ""USR_SRV_GAR_GTVPYTOIsHazirlama"",Group ""USR_SRV_GTEK_GTVPODepolamaAcikSistemler"",Group ""USR_SRV_GTEK_GTVPOIsHazirlama"",IPCC\volkanate1",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permission Policy for GT2.SeviyeDestek,450 (Normal),,Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTVPYTO2SeviyeDestekveYazilimDagitim"",Group ""USR_SRV_GAR_GTVPYTOYazilimDagitim"",Group ""USR_SRV_GTEK_GTVPO2SeviyeDestekveYazilimDagitim"",Group ""USR_SRV_GTEK_GTVPYTOYazilimDagitim""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permissions Policy for GTGuvenlikLogYonetimi_All Servers,450 (Normal),Splunk Files,Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTMGBTGuvenlikLogYonetimiveAnalitigi"",gteknoloji\USR_SRV_GTEK_GTBTGRYGuvenlikLogYonetimiveAnalitigi",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permissions Policy for GTGuvenlikLogYonetimi_All Servers,450 (Normal),Guardium Services,Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTMGBTGuvenlikLogYonetimiveAnalitigi"",Gteknoloji\USR_SRV_GTEK_GTBTGRYGuvenlikLogYonetimiveAnalitigi",Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,Services Permission Policy for Matriksuser (Garanti Yatirim),450 (Normal),76082682-9348877,Set Security Permissions,Yes,No,"TGMKAPPFIX01,TGMKAPPOMS01",,,,".\Matriksuser,.\wobtest",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permission Policy for ServiceYatirimDestek,450 (Normal),"80777195
81984374
6342488 
6927913
8750775",Set Security Permissions,No,No,,,,,".\psmmatriksuser,.\psmtsuser,Group ""USR_SRV_GAR_GTYatirimThirdPartyUsers"",User ""Serviceyatirimdestek"",Group ""USR_SRV_GTEK_GTOSHYBSermayePiyasalari"",Group ""USR_SRV_GTEK_GTYatirimThirdPartyUsers"",User ""srv_sptest""",Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for ServiceYatirimDestek,450 (Normal),"80777195
81984374 
6069859
6148510
6342488
6327913",Set Security Permissions,No,No,,,,,".\psmmatriksuser,.\psmtsuser,Group ""USR_SRV_GAR_GTYatirimThirdPartyUsers"",User ""Serviceyatirimdestek"",Group ""USR_SRV_GTEK_GTYatirimThirdPartyUsers"",User ""srv_sptest""",Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permission Policy for Martriksuser,450 (Normal),76082682,Set Security Permissions,Yes,No,"TGMKAPPFIX01,TGMKAPPOMS01",,,,.\matriksuser,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for Matriksuser (Garanti Yatirim),450 (Normal),76082682,Set Security Permissions,Yes,No,"TGMKAPPFIX01,TGMKAPPOMS01",,,,.\Matriksuser,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
