Policy Type,Policy Name,Priority,Policy Description,Action,Active,All Computers,Selected Computers/Groups,Excluded Computers/Groups,Selected AD Groups,Excluded AD Groups,Users,Activation Option,Activate On,Deactivate On,Scheduled On Day,Scheduled From,Scheduled To,Apply Policy,Check By,URL,Host/IP,Checked Script Name,Collect Policy Usage,Send Policy Automation Events,End-User UI,Trust All Applications,Executed Script Name,Executed Script Triggers,Access,Application Type,Application Description,Security Token,Security Level
Advanced Policy,Application Permission for Mimari Yönetişim ve Çözümler,430 (Normal),11356178-11456046-11534672,Elevate,Yes,No,TGARAPPHOP02,,,,USR_SRV_GAR_GTMTPKurumsalMimari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Bulut Middleware ve Platform Teknolojileri (1),430 (Normal),11558184-12383571-12736129 - 13930568 - 14376676 - 14846037 -,Elevate,Yes,No,TFSDMZAPP02,,,,"Group ""USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri"",GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTAIBulutUygulamaTeknolojileri",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Çözümler,430 (Normal),11587268-,Elevate,Yes,No,TGARAPPOPC01,,,,USR_SRV_GAR_GTKCFSTedarikZinciriUygulamalari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for Bulut Altyapı ve Veri Saklama Teknolojileri,430 (Normal),10770682-,Elevate,Yes,No,TGARAPPCVP01,,,,"Group ""USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri"",Group ""USR_SRV_GAR_GTAIIsSurekliligiTeknolojileri""",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Elevate Notification (3),[IMPORTED] Elevate Notification (3)",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Permission for Yatırım Bankacılığı (4),430 (Normal),10980323-10980422-12412762-12443484-12525547-,Elevate,Yes,No,TGMKAPPVIO01,,,,"GTEKNOLOJI\USR_SRV_GTEK_GTKCFSSermayePiyasalari,GTEKNOLOJI\USR_SRV_GTEK_GTOSHYBSermayePiyasalari",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği,430 (Normal),11126052-11195893,Elevate,Yes,No,TGARAPPMNT01,,,,"Group ""USR_SRV_GAR_GTKGFizikselGuvenlikPlatformlari"",User ""srv_MarchNetwork""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Applicaton Policy For Güvenlik Teknolojileri ve Yönetişim,430 (Normal),RunRun Test,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTKGErisimTeknolojileri"",User ""srv_svcpimpassr""",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permision for Yazılım Teknolojileri Yönetimi,430 (Normal),10515680,Elevate,Yes,No,TGARAPPTMC01,,,,USR_SRV_GAR_GTMTPKaliteVeTestPlatformlariYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Yatırım Bankacılığı,430 (Normal),10546712,Elevate,Yes,No,TGMKFIX02,,,,"GTEKNOLOJI\USR_SRV_GTEK_GTKCFSSermayePiyasalari,GTEKNOLOJI\USR_SRV_GTEK_GTOSHYBSermayePiyasalari",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Yatırım Bankacılığı (1),430 (Normal),10546710,Elevate,Yes,No,TGMKFIX01,,,,"GTEKNOLOJI\USR_SRV_GTEK_GTKCFSSermayePiyasalari,GTEKNOLOJI\USR_SRV_GTEK_GTOSHYBSermayePiyasalari",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for Yatırım Bankacılığı,430 (Normal),10494637-10546667,Elevate,Yes,No,"QGMKAPPXFR01,TGMKAPPXFR01",,,,"GTEKNOLOJI\USR_SRV_GTEK_GTKCFSSermayePiyasalari,GTEKNOLOJI\USR_SRV_GTEK_GTOSHYBSermayePiyasalari",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for Bulut Middleware ve Platform Teknolojileri (1),430 (Normal),10633252-10905891,Elevate,Yes,No,"TGMKAPPFIN01,TGMKWEBFIN01",,,,"User ""Serviceyatirimdestek"",gteknoloji\fatihbalci1,gteknoloji\serviceyatirimdestek",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Yatırım Bankacılığı (2),430 (Normal),10718504-10739748-10861544,Elevate,Yes,No,TGARGTPBAS01,,,,"GKTENOLOJI\USR_SRV_GTEK_GTKCFSSermayePiyasalari,GTEKNOLOJI\USR_SRV_GTEK_GTOSHYBSermayePiyasalari,User ""uxttslog""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for GTCiktiHazirlama (1),430 (Normal),"This Application Policy elevate users, which registered at     HYS record, for the GT-Cikti Hazirlama.

10674536-",Elevate,Yes,No,DGARAPPDOC01,,,,USR_SRV_GAR_GTVPOCiktiHazirlama,Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated privileges,[IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Bulut Middleware ve Platform Teknolojileri,430 (Normal),9643882,Elevate,Yes,No,TGMKWEBLAW01,,,,GTEKNOLOJI\USR_SRV_GTEK_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Yatırım Bankacılığı (3),430 (Normal),10704426-10954436-11059065- 13937142 -,Elevate,Yes,No,TGARGTPBAS02,,,,"GTEKNOLOJI\USR_SRV_GTEK_GTKCFSSermayePiyasalari,GTEKNOLOJI\USR_SRV_GTEK_GTOSHYBSermayePiyasalari,User ""yatirimdeployment""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy Permission For USR_SRV_GAR_GTBTGRYKimlikveErisimYonetimi,430 (Normal),,Elevate,Yes,Yes,,,,,GARANTI\USR_SRV_GAR_GTBTGRYKimlikveErisimYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Policy Permission For ServiceautoTest,430 (Normal),8633225,Elevate,No,No,,,,,serviceautotest,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for GTKGZafiyetYonetimiVeGuvenlikTestleri,430 (Normal),8659594,Elevate,Yes,No,TGARAPPCQL01,,,,USR_SRV_GAR_GTKGZafiyetYonetimiVeGuvenlikTestleri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for Bulut Middleware ve Platform Teknolojileri (1),430 (Normal),8684057,Elevate,Yes,No,TGARAPPCNF02,,,,USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Applicatiom Policy For USR_SRV_GAR_GTDBMDMGelistirmePlatformlariYonetimi,430 (Normal),8791020,Elevate,Yes,No,TGARAPPVRF01,,,,GARANTI\USR_SRV_GAR_GTDBMDMGelistirmePlatformlariYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Service Permission Policy for Dijital Is Yeri Teknolojileri,430 (Normal),8897948-8901153,Elevate,Yes,No,TGARWEBOOS01,,,,USR_SRV_GAR_GTAIDijitalIsYeriIsBirligiTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for UygulamaTeknolojileri,430 (Normal),6822233,Elevate,Yes,No,TGARAPPEMS01,,,,GARANTI\USR_SRV_GAR_GTAIUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Policy For USR_SRV_GAR_GTVPYTOMobilveUcKullaniciTeknolojileri,430 (Normal),7759080,Elevate,Yes,No,TGARTRMERM01,,,,GARANTI\USR_SRV_GAR_GTVPYTOMobilveUcKullaniciTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Policy for KimlikveErisim,430 (Normal),7756206,Elevate,No,No,,,,,"TSTGARANTI\USR_SRV_GAR_GTBTGRYKimlikveErisimYonetimi,TSTGARANTI\serviceidmtest",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Permission Policy for KurumsalIzlemeSistemleriYonetimi,430 (Normal),8048388,Elevate,No,No,,,,,USR_SRV_GAR_GTSKServisPerformansYonetimiveRaporlama,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permissin Policy for KriptografiveMainframeGuvenlik,430 (Normal),8030230,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri"",Group ""USR_SRV_GAR_GTBTGRYBTKriptografiveMainframeGuvenlik"",User ""Application Service""",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Uygulama Teknolojileri,430 (Normal),8031386,Elevate,Yes,No,"TGARWEBPOS01,TGARWEBPOS02",,,,USR_SRV_GAR_GTAIUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for USR_SRV_GAR_GTAIUygulamaTeknolojileri,430 (Normal),8047002,Elevate,Yes,No,TGARAPPASR02,,,,USR_SRV_GAR_GTAIUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for srv_emsotomasyon,430 (Normal),8029708,Elevate,Yes,No,TGARAPPEMS03,,,,srv_emsotomasyon,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for USR_SRV_GAR_GTAIUygulamaTeknolojileri (1),430 (Normal),8047002,Elevate,Yes,No,TGARAPPASR02,,,,USR_SRV_GAR_GTAIUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for USR_SRV_GAR_GTAIUygulamaTeknolojileri (2),430 (Normal),8047002,Elevate,Yes,No,TGARAPPASR02,,,,USR_SRV_GAR_GTAIUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy For USR_SRV_GAR_GTBTGRYKimlikveErisimYonetimi,430 (Normal),,Elevate,Yes,Yes,,,,,GARANTI\USR_SRV_GAR_GTBTGRYKimlikveErisimYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Permission Policy for IsyeriVePlatformlarYazilim,430 (Normal),8390796,Elevate,Yes,No,"TGARWEBPOS01,TGARWEBPOS02",,,,"Group ""USR_SRV_GAR_GTOSIsyeriVePlatformlarYazilim"",ııs apppool\gbposaggregationjobapitestapppool",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for Güvenlik Operasyonları,430 (Normal),8278227,Elevate,Yes,No,TGARAPPATS01,,,,Srv_ATS,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for NetworkYonetimTeknolojileri,430 (Normal),8445806,Elevate,No,No,,,,,USR_SRV_GAR_GTAINetworkYonetimTeknolojileri,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Network Teknolojileri (1),430 (Normal),8453648,Elevate,No,No,,,,,USR_SRV_GAR_GTNSYNetworkYonetimiVeOtomasyon,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Veri Ambari,430 (Normal),8498117-8515415,Elevate,No,No,,,,,"User ""servicetwsGartst"",User ""ServiceTWSAgent""",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for Hazine ve Turev,430 (Normal),8581950,Elevate,Yes,No,TGARTRMERM01,,,,"Group ""USR_SRV_GAR_GTBUHazineFxVeTurevUrunlerAnaliz"",Group ""USR_SRV_GAR_GTBUHazineFxVeTurevUrunlerYazilim""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for USR_SRV_GAR_GTKGKimlikVeErisimYonetimi,430 (Normal),8593071,Elevate,Yes,Yes,,,,,USR_SRV_GAR_GTKGKimlikVeErisimYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application permission policy for USR_SRV_GAR_GTKGKimlikVeErisimYonetimi (1),430 (Normal),8594384,Elevate,Yes,Yes,,,,,USR_SRV_GAR_GTKGKimlikVeErisimYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Bulut Middleware ve Platform Teknolojileri,430 (Normal),8615582,Elevate,Yes,No,TGARAPPSBO01,,,,USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Permission for Hazine Bankacılığı,430 (Normal),11882932-11933148,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTBUHazineAltyapiVeSgmkYazilim"",Group ""USR_SRV_GAR_GTBulutMiddlewareTeknolojileri_Outsource""",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,MEDIUM
Advanced Policy,Application Permission for GT SRS-Uygulama Servisleri Rezilyans Yönetimi,430 (Normal),11961125,Elevate,Yes,Yes,,,,,GTEKDMZ\USR_SRV_GTEKDMZ_GTSRSYatirimBankaciligiRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for GT Aİ-Bulut Altyapı ve Veri Saklama Teknolojileri,430 (Normal),8678597-12102905-12753982,Elevate,Yes,Yes,,,,,"DIJITALVARLIK\USR_SRV_DAS_GTAIBulutVeriSaklamaTeknolojileri,Group ""USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri"",GARANTI\USR_SRV_GAR_GTAIIsSurekliligiTeknolojileri,GBEXTERNAL\USR_SRV_GBEXT_GTAIBulutVeriSaklamaTeknolojileri,GOHAS\USR_SRV_GOH_GTAIBulutVeriSaklamaTeknolojileri,GTDMZ\USR_SRV_GTDMZ_GTAIIsSurekliligiTeknolojileri,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTAIBulutVeriSaklamaTeknolojileri,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTAIIsSurekliligiTeknolojileri,GTEKNOLOJI\USR_SRV_GTEK_GTAIBulutVeriSaklamaTeknolojileri,GTEKNOLOJI\USR_SRV_GTEK_GTAIIsSurekliligiTeknolojileri,IPCC\USR_SRV_IPCC_GTAIBulutVeriSaklamaTeknolojileri,TAKASNET\USR_SRV_TKS_GTAIBulutVeriSaklamaTeknolojileri,TAKASNET\USR_SRV_TKS_GTAIIsSurekliligiTeknolojileri",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Launch with elevated privileges (4),[IMPORTED] Launch with elevated privileges (4)",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (1),430 (Normal),12535543-,Elevate,Yes,No,"TGARAPPEDP01,TGARAPPBMS55",,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for GT KÇFŞ-Yatırım Bankacılığı,430 (Normal),12704535,Elevate,Yes,No,TGMKAPPEXA01,,,,GTEKNOLOJI\servicetwsprod,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (2),430 (Normal),12913916 -,Elevate,Yes,No,TTEKGISAPP01,,,,USR_SRV_GAR_GTKGKriptografiCozumleri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Siber Savunma Merkezi,430 (Normal),13269168-13269168-,Elevate,Yes,No,TGARAPPEXP01,,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for GT SRS-Uygulama Servisleri Rezilyans Yönetimi - 2,430 (Normal),13513166 -,Elevate,Yes,No,TGARSQLQRM01,,,,USR_SRV_GAR_GTSRSVeriVeIleriAnalitikRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permisson for Kurumsal Çözümler,430 (Normal),13677608-13956561,Elevate,Yes,No,TGARAPPEXP01,,,,"tgarappexp01\xt1,tgarappexp01\xt2,tgarappexp01\xt3,tgarappexp01\xt4,tgarappexp01\xt5",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,Executable by checksum based on file 'dbeaver-cli.exe',Administrator,HIGH
Advanced Policy,Application Permission for Yatırım Bankacılığı (7),430 (Normal),13744929-13899500,Elevate,Yes,No,TGARGTPTSS01,,,,"GTEKNOLOJI\USR_SRV_GTEK_GTKCFSSermayePiyasalari,GTEKNOLOJI\yakupguc1",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Siber Savunma Merkezi (1),430 (Normal),13831538 -,Elevate,Yes,No,TGARAPPTST02,,,,"Group ""USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri"",Group ""USR_SRV_GAR_GTSRSYazilimDagitim"",Group ""USR_SRV_GAR_GTVPYTOYazilimDagitim""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,HIGH
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,430 (Normal),13863257 -,Elevate,Yes,No,DGARWEBRPA01,,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Siber Savunma Merkezi (2),430 (Normal),13934627 -,Elevate,Yes,Yes,,,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Siber Savunma Merkezi (3),430 (Normal),13985275-13987362-14175212-,Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri"",GTDMZ\USR_SRV_GTDMZ_GTKGSiberGuvenlikSavunmaTeknolojileri,GTEKNOLOJI\USR_SRV_GTEK_GTKGSiberGuvenlikSavunmaTeknolojileri",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Launch with elevated privileges (5),[IMPORTED] Launch with elevated privileges (5)",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Siber Savunma Merkezi (4),430 (Normal),14016725 - 13934627 -,Elevate,Yes,Yes,,,,,"User ""BladeLogicRSCDDC"",User ""Ozay Ozkaya1"",Group ""USR_SRV_GAR_GTAIBulutAltyapiTeknolojileri""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Bulut Middleware ve Platform Teknolojileri (2),430 (Normal),14030409 - 14102988-,Elevate,Yes,No,TGARAPPSES01,,,,USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Yazılım Teknolojileri Yönetimi,430 (Normal),14061290-,Elevate,Yes,No,"TGARAPPSMR02,TGARAPPSMR01",,,,USR_SRV_GAR_GTMTPServisKonfigurasyonVeBtPlatformCozumleri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Bulut Middleware ve Platform Teknolojileri (3),430 (Normal),14036078-,Elevate,Yes,No,TGARAPPDWS04,,,,"GARANTI\FaxPlus,GARANTI\srv_kepprocessortst,GARANTI\srv_odmsmanagertst,GARANTI\uxtuqkfk",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for GTCiktiHazirlama (2),430 (Normal),"This Application Policy elevate users, which registered at     HYS record, for the GT-Cikti Hazirlama.

10674536-14213013--14213935 - 14213064 - 14213935 -",Elevate,Yes,No,TESGAPPDOC01,,,,"Group ""USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri"",Group ""USR_SRV_GAR_GTVPOCiktiHazirlama""",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated privileges,[IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for  Süreçleri Platform ve Çözümleri,430 (Normal),14272377-,Elevate,Yes,No,TTEKGISAPP01,,,,uxtdocmasking,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Çözümler (1),430 (Normal),14362370 - 14448917 -,Elevate,Yes,No,"TGARWEBGEP01,TGARWEBGEP02",,,,"Group ""USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri"",Group ""USR_SRV_GAR_GTKCFSYetenekCozumleriVeIkServisleri"",Group ""USR_SRV_GAR_GTVPYTOIntelUygulamaYonetimi""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for BT Kontrol ve Sürekli İzleme,430 (Normal),14283108 -,Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTSRSServiceControlCenter"",Group ""USR_SRV_GAR_GTUOServiceControlCenter"",GTDMZ\USR_SRV_GTDMZ_GTSRSServiceControlCenter,GTDMZ\USR_SRV_GTDMZ_GTUOServiceControlCenter,IPCC\USR_SRV_IPCC_GTSRSServiceControlCenter,IPCC\USR_SRV_IPCC_GTUOServiceControlCenter,OID\USR_SRV_OID_GTSRSServiceControlCenter",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (3),430 (Normal),14584548 -,Elevate,Yes,Yes,,,,,"DIJITALVARLIK\USR_SRV_DAS_GTKGSiberGuvenlikLogYonetimi,EMEKLILIK\USR_SRV_GEM_GTKGSiberGuvenlikLogYonetimi,Group ""USR_SRV_GAR_GTKGGuvenlikVeRegulasyonLogYonetimi_Outsource"",Group ""USR_SRV_GAR_GTKGSiberGuvenlikLogYonetimi"",GBEXTERNAL\USR_SRV_GBEXT_GTKGSiberGuvenlikLogYonetimi,GOHAS\USR_SRV_GOH_GTKGSiberGuvenlikLogYonetimi,GTDMZ\USR_SRV_GTDMZ_GTKGSiberGuvenlikLogYonetimi,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTKGSiberGuvenlikLogYonetimi,GTEKNOLOJI\USR_SRV_GTEK_GTKGSiberGuvenlikLogYonetimi,IPCC\USR_SRV_IPCC_GTKGSiberGuvenlikLogYonetimi,OID\USR_SRV_OID_GTKGSiberGuvenlikLogYonetimi,PORTFOY\USR_SRV_GPY_GTKGSiberGuvenlikLogYonetimi,SALTONLINE\USR_SRV_SALT_GTKGSiberGuvenlikLogYonetimi,TAKASNET\USR_SRV_TKS_GTKGSiberGuvenlikLogYonetimi,TEKNOLOJI\USR_SRV_TEK_GTKGSiberGuvenlikLogYonetimi,YATIRIM\USR_SRV_GMK_GTKGSiberGuvenlikLogYonetimi",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,HIGH
